speaker file snr pesq_noisy pesq_enhanced
0 m1_3_t-c1151_TER_16k_ch01_snr_5 5 2.596000 2.919000
0 m1_3_t-c1151_WAY_16k_ch01_snr_0 0 3.122000 3.301000
0 m1_3_t-c1151_WAY_16k_ch01_snr_10 10 3.540000 3.479000
0 m1_3_t-c1151_WAY_16k_ch01_snr_15 15 3.665000 3.487000
0 m1_3_t-c1151_WAY_16k_ch01_snr_5 5 3.371000 3.442000
0 m1_3_t-c1375_ARK_16k_ch01_snr_0 0 2.560000 2.962000
0 m1_3_t-c1375_ARK_16k_ch01_snr_10 10 3.174000 3.310000
0 m1_3_t-c1375_ARK_16k_ch01_snr_15 15 3.375000 3.410000
0 m1_3_t-c1375_ARK_16k_ch01_snr_5 5 2.905000 3.140000
0 m1_3_t-c1375_CAR_16k_ch01_snr_0 0 3.289000 3.358000
0 m1_3_t-c1375_CAR_16k_ch01_snr_10 10 3.898000 3.442000
0 m1_3_t-c1375_CAR_16k_ch01_snr_15 15 4.115000 3.432000
0 m1_3_t-c1375_CAR_16k_ch01_snr_5 5 3.640000 3.449000
0 m1_3_t-c1375_HEN_16k.ch01_snr_0 0 2.331000 2.770000
0 m1_3_t-c1375_HEN_16k.ch01_snr_10 10 3.037000 3.214000
0 m1_3_t-c1375_HEN_16k.ch01_snr_15 15 3.257000 3.336000
0 m1_3_t-c1375_HEN_16k.ch01_snr_5 5 2.740000 3.036000
0 m1_3_t-c1375_ING_16k_ch01_snr_0 0 2.564000 2.831000
0 m1_3_t-c1375_ING_16k_ch01_snr_10 10 3.086000 3.216000
0 m1_3_t-c1375_ING_16k_ch01_snr_15 15 3.291000 3.318000
0 m1_3_t-c1375_ING_16k_ch01_snr_5 5 2.812000 3.050000
0 m1_3_t-c1375_n16_snr_0 0 1.866000 2.149000
0 m1_3_t-c1375_n16_snr_10 10 2.138000 2.649000
0 m1_3_t-c1375_n16_snr_15 15 2.439000 2.897000
0 m1_3_t-c1375_n16_snr_5 5 1.948000 2.402000
0 m1_3_t-c1375_n17_snr_0 0 1.802000 2.075000
0 m1_3_t-c1375_n17_snr_10 10 2.103000 2.525000
0 m1_3_t-c1375_n17_snr_15 15 2.420000 2.780000
0 m1_3_t-c1375_n17_snr_5 5 1.896000 2.285000
0 m1_3_t-c1375_n28_snr_0 0 1.992000 2.344000
0 m1_3_t-c1375_n28_snr_10 10 2.334000 2.863000
0 m1_3_t-c1375_n28_snr_15 15 2.617000 3.079000
0 m1_3_t-c1375_n28_snr_5 5 2.121000 2.638000
0 m1_3_t-c1375_n29_snr_0 0 1.768000 2.329000
0 m1_3_t-c1375_n29_snr_10 10 2.425000 2.849000
0 m1_3_t-c1375_n29_snr_15 15 2.763000 3.080000
0 m1_3_t-c1375_n29_snr_5 5 2.076000 2.609000
0 m1_3_t-c1375_n68_snr_0 0 1.445000 2.091000
0 m1_3_t-c1375_n68_snr_10 10 2.100000 2.661000
0 m1_3_t-c1375_n68_snr_15 15 2.480000 2.910000
0 m1_3_t-c1375_n68_snr_5 5 1.744000 2.384000
0 m1_3_t-c1375_n69_snr_0 0 1.387000 1.875000
0 m1_3_t-c1375_n69_snr_10 10 1.890000 2.521000
0 m1_3_t-c1375_n69_snr_15 15 2.278000 2.831000
0 m1_3_t-c1375_n69_snr_5 5 1.612000 2.228000
0 m1_3_t-c1375_n77_snr_0 0 2.076000 2.480000
0 m1_3_t-c1375_n77_snr_10 10 2.372000 2.882000
0 m1_3_t-c1375_n77_snr_15 15 2.672000 3.234000
0 m1_3_t-c1375_n77_snr_5 5 2.151000 2.609000
0 m1_3_t-c1375_n78_snr_0 0 2.116000 2.411000
0 m1_3_t-c1375_n78_snr_10 10 2.406000 2.841000
0 m1_3_t-c1375_n78_snr_15 15 2.674000 3.171000
0 m1_3_t-c1375_n78_snr_5 5 2.212000 2.633000
0 m1_3_t-c1375_STATION_ch01_snr_0 0 1.799000 2.423000
0 m1_3_t-c1375_STATION_ch01_snr_10 10 2.482000 2.997000
0 m1_3_t-c1375_STATION_ch01_snr_15 15 2.799000 3.216000
0 m1_3_t-c1375_STATION_ch01_snr_5 5 2.160000 2.733000
0 m1_3_t-c1375_STO_16k_ch01_snr_0 0 1.651000 2.193000
0 m1_3_t-c1375_STO_16k_ch01_snr_10 10 2.298000 2.817000
0 m1_3_t-c1375_STO_16k_ch01_snr_15 15 2.661000 3.073000
0 m1_3_t-c1375_STO_16k_ch01_snr_5 5 1.930000 2.495000
0 m1_3_t-c1375_TER_16k_ch01_snr_0 0 1.993000 2.576000
0 m1_3_t-c1375_TER_16k_ch01_snr_10 10 2.592000 3.154000
0 m1_3_t-c1375_TER_16k_ch01_snr_15 15 2.869000 3.324000
0 m1_3_t-c1375_TER_16k_ch01_snr_5 5 2.282000 2.874000
0 m1_3_t-c1375_WAY_16k_ch01_snr_0 0 3.058000 3.323000
0 m1_3_t-c1375_WAY_16k_ch01_snr_10 10 3.514000 3.426000
0 m1_3_t-c1375_WAY_16k_ch01_snr_15 15 3.686000 3.427000
0 m1_3_t-c1375_WAY_16k_ch01_snr_5 5 3.338000 3.390000
0 m1_3_t-c1880_ARK_16k_ch01_snr_0 0 2.750000 2.980000
0 m1_3_t-c1880_ARK_16k_ch01_snr_10 10 3.486000 3.384000
0 m1_3_t-c1880_ARK_16k_ch01_snr_15 15 3.706000 3.484000
0 m1_3_t-c1880_ARK_16k_ch01_snr_5 5 3.120000 3.239000
0 m1_3_t-c1880_CAR_16k_ch01_snr_0 0 3.421000 3.391000
0 m1_3_t-c1880_CAR_16k_ch01_snr_10 10 3.946000 3.505000
0 m1_3_t-c1880_CAR_16k_ch01_snr_15 15 4.187000 3.516000
0 m1_3_t-c1880_CAR_16k_ch01_snr_5 5 3.735000 3.467000
0 m1_3_t-c1880_HEN_16k.ch01_snr_0 0 2.320000 2.680000
0 m1_3_t-c1880_HEN_16k.ch01_snr_10 10 3.050000 3.132000
0 m1_3_t-c1880_HEN_16k.ch01_snr_15 15 3.376000 3.383000
0 m1_3_t-c1880_HEN_16k.ch01_snr_5 5 2.701000 2.933000
0 m1_3_t-c1880_ING_16k_ch01_snr_0 0 2.330000 2.581000
0 m1_3_t-c1880_ING_16k_ch01_snr_10 10 2.967000 3.135000
0 m1_3_t-c1880_ING_16k_ch01_snr_15 15 3.257000 3.371000
0 m1_3_t-c1880_ING_16k_ch01_snr_5 5 2.651000 2.893000
0 m1_3_t-c1880_n16_snr_0 0 1.916000 2.210000
0 m1_3_t-c1880_n16_snr_10 10 2.363000 2.706000
0 m1_3_t-c1880_n16_snr_15 15 2.648000 2.984000
0 m1_3_t-c1880_n16_snr_5 5 2.128000 2.410000
0 m1_3_t-c1880_n17_snr_0 0 1.768000 2.072000
0 m1_3_t-c1880_n17_snr_10 10 2.255000 2.593000
0 m1_3_t-c1880_n17_snr_15 15 2.553000 2.872000
0 m1_3_t-c1880_n17_snr_5 5 1.988000 2.329000
0 m1_3_t-c1880_n28_snr_0 0 2.287000 2.509000
0 m1_3_t-c1880_n28_snr_10 10 2.537000 2.936000
0 m1_3_t-c1880_n28_snr_15 15 2.802000 3.125000
0 m1_3_t-c1880_n28_snr_5 5 2.380000 2.724000
0 m1_3_t-c1880_n29_snr_0 0 1.797000 2.204000
0 m1_3_t-c1880_n29_snr_10 10 2.448000 2.826000
0 m1_3_t-c1880_n29_snr_15 15 2.744000 3.061000
0 m1_3_t-c1880_n29_snr_5 5 2.129000 2.489000
0 m1_3_t-c1880_n68_snr_0 0 1.754000 2.065000
0 m1_3_t-c1880_n68_snr_10 10 2.118000 2.606000
0 m1_3_t-c1880_n68_snr_15 15 2.488000 2.911000
0 m1_3_t-c1880_n68_snr_5 5 1.902000 2.337000
0 m1_3_t-c1880_n69_snr_0 0 1.698000 1.999000
0 m1_3_t-c1880_n69_snr_10 10 2.145000 2.534000
0 m1_3_t-c1880_n69_snr_15 15 2.468000 2.789000
0 m1_3_t-c1880_n69_snr_5 5 1.886000 2.261000
0 m1_3_t-c1880_n77_snr_0 0 2.103000 2.379000
0 m1_3_t-c1880_n77_snr_10 10 2.433000 2.789000
0 m1_3_t-c1880_n77_snr_15 15 2.726000 3.154000
0 m1_3_t-c1880_n77_snr_5 5 2.206000 2.532000
0 m1_3_t-c1880_n78_snr_0 0 2.165000 2.382000
0 m1_3_t-c1880_n78_snr_10 10 2.461000 2.760000
0 m1_3_t-c1880_n78_snr_15 15 2.785000 3.176000
0 m1_3_t-c1880_n78_snr_5 5 2.261000 2.533000
0 m1_3_t-c1880_STATION_ch01_snr_0 0 2.047000 2.421000
0 m1_3_t-c1880_STATION_ch01_snr_10 10 2.681000 2.995000
0 m1_3_t-c1880_STATION_ch01_snr_15 15 3.012000 3.258000
0 m1_3_t-c1880_STATION_ch01_snr_5 5 2.336000 2.686000
0 m1_3_t-c1880_STO_16k_ch01_snr_0 0 1.851000 2.191000
0 m1_3_t-c1880_STO_16k_ch01_snr_10 10 2.379000 2.729000
0 m1_3_t-c1880_STO_16k_ch01_snr_15 15 2.699000 3.040000
0 m1_3_t-c1880_STO_16k_ch01_snr_5 5 2.081000 2.411000
0 m1_3_t-c1880_TER_16k_ch01_snr_0 0 2.163000 2.532000
0 m1_3_t-c1880_TER_16k_ch01_snr_10 10 2.712000 3.061000
0 m1_3_t-c1880_TER_16k_ch01_snr_15 15 3.038000 3.295000
0 m1_3_t-c1880_TER_16k_ch01_snr_5 5 2.425000 2.807000
0 m1_3_t-c1880_WAY_16k_ch01_snr_0 0 3.260000 3.350000
0 m1_3_t-c1880_WAY_16k_ch01_snr_10 10 3.686000 3.503000
0 m1_3_t-c1880_WAY_16k_ch01_snr_15 15 3.946000 3.512000
0 m1_3_t-c1880_WAY_16k_ch01_snr_5 5 3.508000 3.461000
0 m1_3_t-c1982_ARK_16k_ch01_snr_0 0 2.293000 2.966000
0 m1_3_t-c1982_ARK_16k_ch01_snr_10 10 2.945000 3.399000
0 m1_3_t-c1982_ARK_16k_ch01_snr_15 15 3.191000 3.499000
0 m1_3_t-c1982_ARK_16k_ch01_snr_5 5 2.636000 3.209000
0 m1_3_t-c1982_CAR_16k_ch01_snr_0 0 3.270000 3.519000
0 m1_3_t-c1982_CAR_16k_ch01_snr_10 10 3.835000 3.581000
0 m1_3_t-c1982_CAR_16k_ch01_snr_15 15 4.058000 3.576000
0 m1_3_t-c1982_CAR_16k_ch01_snr_5 5 3.559000 3.577000
0 m1_3_t-c1982_HEN_16k.ch01_snr_0 0 2.139000 2.623000
0 m1_3_t-c1982_HEN_16k.ch01_snr_10 10 2.759000 3.138000
0 m1_3_t-c1982_HEN_16k.ch01_snr_15 15 3.010000 3.424000
0 m1_3_t-c1982_HEN_16k.ch01_snr_5 5 2.469000 2.895000
0 m1_3_t-c1982_ING_16k_ch01_snr_0 0 2.134000 2.473000
0 m1_3_t-c1982_ING_16k_ch01_snr_10 10 2.828000 3.177000
0 m1_3_t-c1982_ING_16k_ch01_snr_15 15 3.157000 3.461000
0 m1_3_t-c1982_ING_16k_ch01_snr_5 5 2.487000 2.620000
0 m1_3_t-c1982_n16_snr_0 0 1.967000 2.296000
0 m1_3_t-c1982_n16_snr_10 10 2.253000 2.791000
0 m1_3_t-c1982_n16_snr_15 15 2.484000 2.999000
0 m1_3_t-c1982_n16_snr_5 5 2.079000 2.575000
0 m1_3_t-c1982_n17_snr_0 0 1.828000 2.197000
0 m1_3_t-c1982_n17_snr_10 10 2.155000 2.609000
0 m1_3_t-c1982_n17_snr_15 15 2.391000 2.881000
0 m1_3_t-c1982_n17_snr_5 5 1.964000 2.389000
0 m1_3_t-c1982_n28_snr_0 0 2.094000 2.459000
0 m1_3_t-c1982_n28_snr_10 10 2.395000 2.850000
0 m1_3_t-c1982_n28_snr_15 15 2.628000 3.074000
0 m1_3_t-c1982_n28_snr_5 5 2.214000 2.651000
0 m1_3_t-c1982_n29_snr_0 0 1.615000 2.271000
0 m1_3_t-c1982_n29_snr_10 10 2.320000 2.788000
0 m1_3_t-c1982_n29_snr_15 15 2.625000 3.045000
0 m1_3_t-c1982_n29_snr_5 5 1.963000 2.536000
0 m1_3_t-c1982_n68_snr_0 0 1.403000 2.067000
0 m1_3_t-c1982_n68_snr_10 10 2.007000 2.690000
0 m1_3_t-c1982_n68_snr_15 15 2.383000 2.934000
0 m1_3_t-c1982_n68_snr_5 5 1.642000 2.431000
0 m1_3_t-c1982_n69_snr_0 0 1.475000 1.942000
0 m1_3_t-c1982_n69_snr_10 10 1.924000 2.445000
0 m1_3_t-c1982_n69_snr_15 15 2.260000 2.727000
0 m1_3_t-c1982_n69_snr_5 5 1.638000 2.171000
0 m1_3_t-c1982_n77_snr_0 0 2.109000 2.424000
0 m1_3_t-c1982_n77_snr_10 10 2.405000 2.914000
0 m1_3_t-c1982_n77_snr_15 15 2.641000 3.207000
0 m1_3_t-c1982_n77_snr_5 5 2.213000 2.614000
0 m1_3_t-c1982_n78_snr_0 0 2.139000 2.477000
0 m1_3_t-c1982_n78_snr_10 10 2.445000 2.912000
0 m1_3_t-c1982_n78_snr_15 15 2.659000 3.145000
0 m1_3_t-c1982_n78_snr_5 5 2.262000 2.657000
0 m1_3_t-c1982_STATION_ch01_snr_0 0 1.795000 2.464000
0 m1_3_t-c1982_STATION_ch01_snr_10 10 2.428000 2.979000
0 m1_3_t-c1982_STATION_ch01_snr_15 15 2.749000 3.204000
0 m1_3_t-c1982_STATION_ch01_snr_5 5 2.097000 2.695000
0 m1_3_t-c1982_STO_16k_ch01_snr_0 0 1.589000 2.111000
0 m1_3_t-c1982_STO_16k_ch01_snr_10 10 2.152000 2.744000
0 m1_3_t-c1982_STO_16k_ch01_snr_15 15 2.459000 2.985000
0 m1_3_t-c1982_STO_16k_ch01_snr_5 5 1.854000 2.404000
0 m1_3_t-c1982_TER_16k_ch01_snr_0 0 1.912000 2.483000
0 m1_3_t-c1982_TER_16k_ch01_snr_10 10 2.471000 3.037000
0 m1_3_t-c1982_TER_16k_ch01_snr_15 15 2.754000 3.253000
0 m1_3_t-c1982_TER_16k_ch01_snr_5 5 2.192000 2.772000
0 m1_3_t-c1982_WAY_16k_ch01_snr_0 0 3.091000 3.400000
0 m1_3_t-c1982_WAY_16k_ch01_snr_10 10 3.490000 3.567000
0 m1_3_t-c1982_WAY_16k_ch01_snr_15 15 3.697000 3.579000
0 m1_3_t-c1982_WAY_16k_ch01_snr_5 5 3.291000 3.500000
0 m1_3_t-c1987_ARK_16k_ch01_snr_0 0 2.575000 2.869000
0 m1_3_t-c1987_ARK_16k_ch01_snr_10 10 3.198000 3.257000
0 m1_3_t-c1987_ARK_16k_ch01_snr_15 15 3.434000 3.400000
0 m1_3_t-c1987_ARK_16k_ch01_snr_5 5 2.899000 3.115000
0 m1_3_t-c1987_CAR_16k_ch01_snr_0 0 3.364000 3.460000
0 m1_3_t-c1987_CAR_16k_ch01_snr_10 10 3.949000 3.465000
0 m1_3_t-c1987_CAR_16k_ch01_snr_15 15 4.121000 3.466000
0 m1_3_t-c1987_CAR_16k_ch01_snr_5 5 3.673000 3.459000
0 m1_3_t-c1987_HEN_16k.ch01_snr_0 0 2.275000 2.650000
0 m1_3_t-c1987_HEN_16k.ch01_snr_10 10 3.007000 3.124000
0 m1_3_t-c1987_HEN_16k.ch01_snr_15 15 3.252000 3.292000
0 m1_3_t-c1987_HEN_16k.ch01_snr_5 5 2.664000 2.907000
0 m1_3_t-c1987_ING_16k_ch01_snr_0 0 2.294000 2.653000
0 m1_3_t-c1987_ING_16k_ch01_snr_10 10 2.942000 3.118000
0 m1_3_t-c1987_ING_16k_ch01_snr_15 15 3.275000 3.271000
0 m1_3_t-c1987_ING_16k_ch01_snr_5 5 2.602000 2.921000
0 m1_3_t-c1987_n16_snr_0 0 1.690000 2.052000
0 m1_3_t-c1987_n16_snr_10 10 2.080000 2.609000
0 m1_3_t-c1987_n16_snr_15 15 2.362000 2.891000
0 m1_3_t-c1987_n16_snr_5 5 1.843000 2.338000
0 m1_3_t-c1987_n17_snr_0 0 1.319000 1.954000
0 m1_3_t-c1987_n17_snr_10 10 2.022000 2.520000
0 m1_3_t-c1987_n17_snr_15 15 2.321000 2.768000
0 m1_3_t-c1987_n17_snr_5 5 1.756000 2.249000
0 m1_3_t-c1987_n28_snr_0 0 2.069000 2.396000
0 m1_3_t-c1987_n28_snr_10 10 2.376000 2.816000
0 m1_3_t-c1987_n28_snr_15 15 2.635000 3.038000
0 m1_3_t-c1987_n28_snr_5 5 2.182000 2.615000
0 m1_3_t-c1987_n29_snr_0 0 1.521000 2.099000
0 m1_3_t-c1987_n29_snr_10 10 2.267000 2.700000
0 m1_3_t-c1987_n29_snr_15 15 2.623000 2.942000
0 m1_3_t-c1987_n29_snr_5 5 1.894000 2.410000
0 m1_3_t-c1987_n68_snr_0 0 1.433000 1.906000
0 m1_3_t-c1987_n68_snr_10 10 2.088000 2.517000
0 m1_3_t-c1987_n68_snr_15 15 2.438000 2.810000
0 m1_3_t-c1987_n68_snr_5 5 1.799000 2.214000
0 m1_3_t-c1987_n69_snr_0 0 1.327000 1.905000
0 m1_3_t-c1987_n69_snr_10 10 2.031000 2.458000
0 m1_3_t-c1987_n69_snr_15 15 2.392000 2.718000
0 m1_3_t-c1987_n69_snr_5 5 1.317000 2.180000
0 m1_3_t-c1987_n77_snr_0 0 1.953000 2.204000
0 m1_3_t-c1987_n77_snr_10 10 2.317000 2.748000
0 m1_3_t-c1987_n77_snr_15 15 2.605000 3.084000
0 m1_3_t-c1987_n77_snr_5 5 1.760000 2.432000
0 m1_3_t-c1987_n78_snr_0 0 1.599000 2.287000
0 m1_3_t-c1987_n78_snr_10 10 2.387000 2.744000
0 m1_3_t-c1987_n78_snr_15 15 2.681000 3.101000
0 m1_3_t-c1987_n78_snr_5 5 1.514000 2.366000
0 m1_3_t-c1987_STATION_ch01_snr_0 0 1.798000 2.303000
0 m1_3_t-c1987_STATION_ch01_snr_10 10 2.481000 2.942000
0 m1_3_t-c1987_STATION_ch01_snr_15 15 2.800000 3.188000
0 m1_3_t-c1987_STATION_ch01_snr_5 5 2.127000 2.625000
0 m1_3_t-c1987_STO_16k_ch01_snr_0 0 1.962000 2.067000
0 m1_3_t-c1987_STO_16k_ch01_snr_10 10 2.204000 2.669000
0 m1_3_t-c1987_STO_16k_ch01_snr_15 15 2.572000 2.995000
0 m1_3_t-c1987_STO_16k_ch01_snr_5 5 1.884000 2.343000
0 m1_3_t-c1987_TER_16k_ch01_snr_0 0 1.957000 2.127000
0 m1_3_t-c1987_TER_16k_ch01_snr_10 10 2.534000 2.908000
0 m1_3_t-c1987_TER_16k_ch01_snr_15 15 2.847000 3.183000
0 m1_3_t-c1987_TER_16k_ch01_snr_5 5 2.239000 2.517000
0 m1_3_t-c1987_WAY_16k_ch01_snr_0 0 3.082000 3.268000
0 m1_3_t-c1987_WAY_16k_ch01_snr_10 10 3.595000 3.465000
0 m1_3_t-c1987_WAY_16k_ch01_snr_15 15 3.769000 3.470000
0 m1_3_t-c1987_WAY_16k_ch01_snr_5 5 3.358000 3.386000
