speaker file snr pesq_noisy pesq_enhanced
0 m1_3_t-c1151_WAY_16k_ch01_snr_0 0 3.122000 3.309000
0 m1_3_t-c1151_WAY_16k_ch01_snr_10 10 3.540000 3.541000
0 m1_3_t-c1151_WAY_16k_ch01_snr_15 15 3.665000 3.546000
0 m1_3_t-c1151_WAY_16k_ch01_snr_5 5 3.371000 3.502000
0 m1_3_t-c1375_ARK_16k_ch01_snr_0 0 2.560000 2.843000
0 m1_3_t-c1375_ARK_16k_ch01_snr_10 10 3.174000 3.079000
0 m1_3_t-c1375_ARK_16k_ch01_snr_15 15 3.375000 3.158000
0 m1_3_t-c1375_ARK_16k_ch01_snr_5 5 2.905000 2.974000
0 m1_3_t-c1375_CAR_16k_ch01_snr_0 0 3.289000 3.123000
0 m1_3_t-c1375_CAR_16k_ch01_snr_10 10 3.898000 3.175000
0 m1_3_t-c1375_CAR_16k_ch01_snr_15 15 4.115000 3.173000
0 m1_3_t-c1375_CAR_16k_ch01_snr_5 5 3.640000 3.164000
0 m1_3_t-c1375_HEN_16k.ch01_snr_0 0 2.331000 2.665000
0 m1_3_t-c1375_HEN_16k.ch01_snr_10 10 3.037000 3.023000
0 m1_3_t-c1375_HEN_16k.ch01_snr_15 15 3.257000 3.098000
0 m1_3_t-c1375_HEN_16k.ch01_snr_5 5 2.740000 2.872000
0 m1_3_t-c1375_ING_16k_ch01_snr_0 0 2.564000 2.735000
0 m1_3_t-c1375_ING_16k_ch01_snr_10 10 3.086000 3.031000
0 m1_3_t-c1375_ING_16k_ch01_snr_15 15 3.291000 3.086000
0 m1_3_t-c1375_ING_16k_ch01_snr_5 5 2.812000 2.932000
0 m1_3_t-c1375_n16_snr_0 0 1.866000 2.167000
0 m1_3_t-c1375_n16_snr_10 10 2.138000 2.587000
0 m1_3_t-c1375_n16_snr_15 15 2.439000 2.809000
0 m1_3_t-c1375_n16_snr_5 5 1.948000 2.365000
0 m1_3_t-c1375_n17_snr_0 0 1.802000 2.035000
0 m1_3_t-c1375_n17_snr_10 10 2.103000 2.491000
0 m1_3_t-c1375_n17_snr_15 15 2.420000 2.741000
0 m1_3_t-c1375_n17_snr_5 5 1.896000 2.241000
0 m1_3_t-c1375_n28_snr_0 0 1.992000 2.232000
0 m1_3_t-c1375_n28_snr_10 10 2.334000 2.772000
0 m1_3_t-c1375_n28_snr_15 15 2.617000 2.974000
0 m1_3_t-c1375_n28_snr_5 5 2.121000 2.510000
0 m1_3_t-c1375_n29_snr_0 0 1.768000 2.252000
0 m1_3_t-c1375_n29_snr_10 10 2.425000 2.737000
0 m1_3_t-c1375_n29_snr_15 15 2.763000 2.899000
0 m1_3_t-c1375_n29_snr_5 5 2.076000 2.516000
0 m1_3_t-c1375_n68_snr_0 0 1.445000 2.017000
0 m1_3_t-c1375_n68_snr_10 10 2.100000 2.570000
0 m1_3_t-c1375_n68_snr_15 15 2.480000 2.820000
0 m1_3_t-c1375_n68_snr_5 5 1.744000 2.284000
0 m1_3_t-c1375_n69_snr_0 0 1.387000 1.775000
0 m1_3_t-c1375_n69_snr_10 10 1.890000 2.388000
0 m1_3_t-c1375_n69_snr_15 15 2.278000 2.706000
0 m1_3_t-c1375_n69_snr_5 5 1.612000 2.047000
0 m1_3_t-c1375_n77_snr_0 0 2.076000 2.527000
0 m1_3_t-c1375_n77_snr_10 10 2.372000 2.922000
0 m1_3_t-c1375_n77_snr_15 15 2.672000 3.154000
0 m1_3_t-c1375_n77_snr_5 5 2.151000 2.699000
0 m1_3_t-c1375_n78_snr_0 0 2.116000 2.513000
0 m1_3_t-c1375_n78_snr_10 10 2.406000 2.953000
0 m1_3_t-c1375_n78_snr_15 15 2.674000 3.160000
0 m1_3_t-c1375_n78_snr_5 5 2.212000 2.742000
0 m1_3_t-c1375_STATION_ch01_snr_0 0 1.799000 2.385000
0 m1_3_t-c1375_STATION_ch01_snr_10 10 2.482000 2.904000
0 m1_3_t-c1375_STATION_ch01_snr_15 15 2.799000 3.055000
0 m1_3_t-c1375_STATION_ch01_snr_5 5 2.160000 2.683000
0 m1_3_t-c1375_STO_16k_ch01_snr_0 0 1.651000 2.246000
0 m1_3_t-c1375_STO_16k_ch01_snr_10 10 2.298000 2.764000
0 m1_3_t-c1375_STO_16k_ch01_snr_15 15 2.661000 2.978000
0 m1_3_t-c1375_STO_16k_ch01_snr_5 5 1.930000 2.517000
0 m1_3_t-c1375_TER_16k_ch01_snr_0 0 1.993000 2.578000
0 m1_3_t-c1375_TER_16k_ch01_snr_10 10 2.592000 2.972000
0 m1_3_t-c1375_TER_16k_ch01_snr_15 15 2.869000 3.103000
0 m1_3_t-c1375_TER_16k_ch01_snr_5 5 2.282000 2.828000
0 m1_3_t-c1375_WAY_16k_ch01_snr_0 0 3.058000 3.137000
0 m1_3_t-c1375_WAY_16k_ch01_snr_10 10 3.514000 3.178000
0 m1_3_t-c1375_WAY_16k_ch01_snr_15 15 3.686000 3.178000
0 m1_3_t-c1375_WAY_16k_ch01_snr_5 5 3.338000 3.155000
0 m1_3_t-c1880_ARK_16k_ch01_snr_0 0 2.750000 2.893000
0 m1_3_t-c1880_ARK_16k_ch01_snr_10 10 3.486000 3.162000
0 m1_3_t-c1880_ARK_16k_ch01_snr_15 15 3.706000 3.216000
0 m1_3_t-c1880_ARK_16k_ch01_snr_5 5 3.120000 3.073000
0 m1_3_t-c1880_CAR_16k_ch01_snr_0 0 3.421000 3.171000
0 m1_3_t-c1880_CAR_16k_ch01_snr_10 10 3.946000 3.216000
0 m1_3_t-c1880_CAR_16k_ch01_snr_15 15 4.187000 3.212000
0 m1_3_t-c1880_CAR_16k_ch01_snr_5 5 3.735000 3.206000
0 m1_3_t-c1880_HEN_16k.ch01_snr_0 0 2.320000 2.641000
0 m1_3_t-c1880_HEN_16k.ch01_snr_10 10 3.050000 2.994000
0 m1_3_t-c1880_HEN_16k.ch01_snr_15 15 3.376000 3.129000
0 m1_3_t-c1880_HEN_16k.ch01_snr_5 5 2.701000 2.857000
0 m1_3_t-c1880_ING_16k_ch01_snr_0 0 2.330000 2.554000
0 m1_3_t-c1880_ING_16k_ch01_snr_10 10 2.967000 3.015000
0 m1_3_t-c1880_ING_16k_ch01_snr_15 15 3.257000 3.147000
0 m1_3_t-c1880_ING_16k_ch01_snr_5 5 2.651000 2.826000
0 m1_3_t-c1880_n16_snr_0 0 1.916000 2.184000
0 m1_3_t-c1880_n16_snr_10 10 2.363000 2.712000
0 m1_3_t-c1880_n16_snr_15 15 2.648000 2.917000
0 m1_3_t-c1880_n16_snr_5 5 2.128000 2.448000
0 m1_3_t-c1880_n17_snr_0 0 1.768000 1.895000
0 m1_3_t-c1880_n17_snr_10 10 2.255000 2.564000
0 m1_3_t-c1880_n17_snr_15 15 2.553000 2.809000
0 m1_3_t-c1880_n17_snr_5 5 1.988000 2.257000
0 m1_3_t-c1880_n28_snr_0 0 2.287000 2.435000
0 m1_3_t-c1880_n28_snr_10 10 2.537000 2.823000
0 m1_3_t-c1880_n28_snr_15 15 2.802000 2.980000
0 m1_3_t-c1880_n28_snr_5 5 2.380000 2.633000
0 m1_3_t-c1880_n29_snr_0 0 1.797000 2.108000
0 m1_3_t-c1880_n29_snr_10 10 2.448000 2.715000
0 m1_3_t-c1880_n29_snr_15 15 2.744000 2.915000
0 m1_3_t-c1880_n29_snr_5 5 2.129000 2.400000
0 m1_3_t-c1880_n68_snr_0 0 1.754000 2.022000
0 m1_3_t-c1880_n68_snr_10 10 2.118000 2.576000
0 m1_3_t-c1880_n68_snr_15 15 2.488000 2.829000
0 m1_3_t-c1880_n68_snr_5 5 1.902000 2.304000
0 m1_3_t-c1880_n69_snr_0 0 1.698000 1.950000
0 m1_3_t-c1880_n69_snr_10 10 2.145000 2.494000
0 m1_3_t-c1880_n69_snr_15 15 2.468000 2.725000
0 m1_3_t-c1880_n69_snr_5 5 1.886000 2.211000
0 m1_3_t-c1880_n77_snr_0 0 2.103000 2.339000
0 m1_3_t-c1880_n77_snr_10 10 2.433000 2.780000
0 m1_3_t-c1880_n77_snr_15 15 2.726000 2.996000
0 m1_3_t-c1880_n77_snr_5 5 2.206000 2.525000
0 m1_3_t-c1880_n78_snr_0 0 2.165000 2.328000
0 m1_3_t-c1880_n78_snr_10 10 2.461000 2.741000
0 m1_3_t-c1880_n78_snr_15 15 2.785000 2.996000
0 m1_3_t-c1880_n78_snr_5 5 2.261000 2.498000
0 m1_3_t-c1880_STATION_ch01_snr_0 0 2.047000 2.390000
0 m1_3_t-c1880_STATION_ch01_snr_10 10 2.681000 2.879000
0 m1_3_t-c1880_STATION_ch01_snr_15 15 3.012000 3.043000
0 m1_3_t-c1880_STATION_ch01_snr_5 5 2.336000 2.663000
0 m1_3_t-c1880_STO_16k_ch01_snr_0 0 1.851000 2.194000
0 m1_3_t-c1880_STO_16k_ch01_snr_10 10 2.379000 2.649000
0 m1_3_t-c1880_STO_16k_ch01_snr_15 15 2.699000 2.845000
0 m1_3_t-c1880_STO_16k_ch01_snr_5 5 2.081000 2.416000
0 m1_3_t-c1880_TER_16k_ch01_snr_0 0 2.163000 2.527000
0 m1_3_t-c1880_TER_16k_ch01_snr_10 10 2.712000 2.895000
0 m1_3_t-c1880_TER_16k_ch01_snr_15 15 3.038000 3.038000
0 m1_3_t-c1880_TER_16k_ch01_snr_5 5 2.425000 2.705000
0 m1_3_t-c1880_WAY_16k_ch01_snr_0 0 3.260000 3.137000
0 m1_3_t-c1880_WAY_16k_ch01_snr_10 10 3.686000 3.212000
0 m1_3_t-c1880_WAY_16k_ch01_snr_15 15 3.946000 3.211000
0 m1_3_t-c1880_WAY_16k_ch01_snr_5 5 3.508000 3.190000
0 m1_3_t-c1982_ARK_16k_ch01_snr_0 0 2.293000 2.824000
0 m1_3_t-c1982_ARK_16k_ch01_snr_10 10 2.945000 3.132000
0 m1_3_t-c1982_ARK_16k_ch01_snr_15 15 3.191000 3.263000
0 m1_3_t-c1982_ARK_16k_ch01_snr_5 5 2.636000 3.015000
0 m1_3_t-c1982_CAR_16k_ch01_snr_0 0 3.270000 3.360000
0 m1_3_t-c1982_CAR_16k_ch01_snr_10 10 3.835000 3.386000
0 m1_3_t-c1982_CAR_16k_ch01_snr_15 15 4.058000 3.379000
0 m1_3_t-c1982_CAR_16k_ch01_snr_5 5 3.559000 3.398000
0 m1_3_t-c1982_HEN_16k.ch01_snr_0 0 2.139000 2.548000
0 m1_3_t-c1982_HEN_16k.ch01_snr_10 10 2.759000 2.962000
0 m1_3_t-c1982_HEN_16k.ch01_snr_15 15 3.010000 3.131000
0 m1_3_t-c1982_HEN_16k.ch01_snr_5 5 2.469000 2.783000
0 m1_3_t-c1982_ING_16k_ch01_snr_0 0 2.134000 2.400000
0 m1_3_t-c1982_ING_16k_ch01_snr_10 10 2.828000 3.066000
0 m1_3_t-c1982_ING_16k_ch01_snr_15 15 3.157000 3.225000
0 m1_3_t-c1982_ING_16k_ch01_snr_5 5 2.487000 2.603000
0 m1_3_t-c1982_n16_snr_0 0 1.967000 2.313000
0 m1_3_t-c1982_n16_snr_10 10 2.253000 2.745000
0 m1_3_t-c1982_n16_snr_15 15 2.484000 2.944000
0 m1_3_t-c1982_n16_snr_5 5 2.079000 2.529000
0 m1_3_t-c1982_n17_snr_0 0 1.828000 2.187000
0 m1_3_t-c1982_n17_snr_10 10 2.155000 2.602000
0 m1_3_t-c1982_n17_snr_15 15 2.391000 2.858000
0 m1_3_t-c1982_n17_snr_5 5 1.964000 2.380000
0 m1_3_t-c1982_n28_snr_0 0 2.094000 2.430000
0 m1_3_t-c1982_n28_snr_10 10 2.395000 2.772000
0 m1_3_t-c1982_n28_snr_15 15 2.628000 2.959000
0 m1_3_t-c1982_n28_snr_5 5 2.214000 2.596000
0 m1_3_t-c1982_n29_snr_0 0 1.615000 2.240000
0 m1_3_t-c1982_n29_snr_10 10 2.320000 2.723000
0 m1_3_t-c1982_n29_snr_15 15 2.625000 2.937000
0 m1_3_t-c1982_n29_snr_5 5 1.963000 2.489000
0 m1_3_t-c1982_n68_snr_0 0 1.403000 2.058000
0 m1_3_t-c1982_n68_snr_10 10 2.007000 2.600000
0 m1_3_t-c1982_n68_snr_15 15 2.383000 2.800000
0 m1_3_t-c1982_n68_snr_5 5 1.642000 2.350000
0 m1_3_t-c1982_n69_snr_0 0 1.475000 1.895000
0 m1_3_t-c1982_n69_snr_10 10 1.924000 2.379000
0 m1_3_t-c1982_n69_snr_15 15 2.260000 2.628000
0 m1_3_t-c1982_n69_snr_5 5 1.638000 2.136000
0 m1_3_t-c1982_n77_snr_0 0 2.109000 2.461000
0 m1_3_t-c1982_n77_snr_10 10 2.405000 2.914000
0 m1_3_t-c1982_n77_snr_15 15 2.641000 3.117000
0 m1_3_t-c1982_n77_snr_5 5 2.213000 2.648000
0 m1_3_t-c1982_n78_snr_0 0 2.139000 2.517000
0 m1_3_t-c1982_n78_snr_10 10 2.445000 2.911000
0 m1_3_t-c1982_n78_snr_15 15 2.659000 3.073000
0 m1_3_t-c1982_n78_snr_5 5 2.262000 2.745000
0 m1_3_t-c1982_STATION_ch01_snr_0 0 1.795000 2.459000
0 m1_3_t-c1982_STATION_ch01_snr_10 10 2.428000 2.875000
0 m1_3_t-c1982_STATION_ch01_snr_15 15 2.749000 3.040000
0 m1_3_t-c1982_STATION_ch01_snr_5 5 2.097000 2.665000
0 m1_3_t-c1982_STO_16k_ch01_snr_0 0 1.589000 2.151000
0 m1_3_t-c1982_STO_16k_ch01_snr_10 10 2.152000 2.685000
0 m1_3_t-c1982_STO_16k_ch01_snr_15 15 2.459000 2.897000
0 m1_3_t-c1982_STO_16k_ch01_snr_5 5 1.854000 2.417000
0 m1_3_t-c1982_TER_16k_ch01_snr_0 0 1.912000 2.512000
0 m1_3_t-c1982_TER_16k_ch01_snr_10 10 2.471000 2.958000
0 m1_3_t-c1982_TER_16k_ch01_snr_15 15 2.754000 3.124000
0 m1_3_t-c1982_TER_16k_ch01_snr_5 5 2.192000 2.757000
0 m1_3_t-c1982_WAY_16k_ch01_snr_0 0 3.091000 3.144000
0 m1_3_t-c1982_WAY_16k_ch01_snr_10 10 3.490000 3.361000
0 m1_3_t-c1982_WAY_16k_ch01_snr_15 15 3.697000 3.372000
0 m1_3_t-c1982_WAY_16k_ch01_snr_5 5 3.291000 3.296000
0 m1_3_t-c1987_ARK_16k_ch01_snr_0 0 2.575000 2.779000
0 m1_3_t-c1987_ARK_16k_ch01_snr_10 10 3.198000 3.083000
0 m1_3_t-c1987_ARK_16k_ch01_snr_15 15 3.434000 3.185000
0 m1_3_t-c1987_ARK_16k_ch01_snr_5 5 2.899000 2.966000
0 m1_3_t-c1987_CAR_16k_ch01_snr_0 0 3.364000 3.248000
0 m1_3_t-c1987_CAR_16k_ch01_snr_10 10 3.949000 3.255000
0 m1_3_t-c1987_CAR_16k_ch01_snr_15 15 4.121000 3.248000
0 m1_3_t-c1987_CAR_16k_ch01_snr_5 5 3.673000 3.261000
0 m1_3_t-c1987_HEN_16k.ch01_snr_0 0 2.275000 2.508000
0 m1_3_t-c1987_HEN_16k.ch01_snr_10 10 3.007000 2.929000
0 m1_3_t-c1987_HEN_16k.ch01_snr_15 15 3.252000 3.072000
0 m1_3_t-c1987_HEN_16k.ch01_snr_5 5 2.664000 2.763000
0 m1_3_t-c1987_ING_16k_ch01_snr_0 0 2.294000 2.643000
0 m1_3_t-c1987_ING_16k_ch01_snr_10 10 2.942000 3.020000
0 m1_3_t-c1987_ING_16k_ch01_snr_15 15 3.275000 3.134000
0 m1_3_t-c1987_ING_16k_ch01_snr_5 5 2.602000 2.868000
0 m1_3_t-c1987_n16_snr_0 0 1.690000 2.097000
0 m1_3_t-c1987_n16_snr_10 10 2.080000 2.561000
0 m1_3_t-c1987_n16_snr_15 15 2.362000 2.801000
0 m1_3_t-c1987_n16_snr_5 5 1.843000 2.337000
0 m1_3_t-c1987_n17_snr_0 0 1.319000 1.827000
0 m1_3_t-c1987_n17_snr_10 10 2.022000 2.485000
0 m1_3_t-c1987_n17_snr_15 15 2.321000 2.712000
0 m1_3_t-c1987_n17_snr_5 5 1.756000 2.206000
0 m1_3_t-c1987_n28_snr_0 0 2.069000 2.298000
0 m1_3_t-c1987_n28_snr_10 10 2.376000 2.724000
0 m1_3_t-c1987_n28_snr_15 15 2.635000 2.942000
0 m1_3_t-c1987_n28_snr_5 5 2.182000 2.515000
0 m1_3_t-c1987_n29_snr_0 0 1.521000 2.031000
0 m1_3_t-c1987_n29_snr_10 10 2.267000 2.619000
0 m1_3_t-c1987_n29_snr_15 15 2.623000 2.839000
0 m1_3_t-c1987_n29_snr_5 5 1.894000 2.352000
0 m1_3_t-c1987_n68_snr_0 0 1.433000 1.834000
0 m1_3_t-c1987_n68_snr_10 10 2.088000 2.476000
0 m1_3_t-c1987_n68_snr_15 15 2.438000 2.756000
0 m1_3_t-c1987_n68_snr_5 5 1.799000 2.133000
0 m1_3_t-c1987_n69_snr_0 0 1.327000 1.785000
0 m1_3_t-c1987_n69_snr_10 10 2.031000 2.405000
0 m1_3_t-c1987_n69_snr_15 15 2.392000 2.657000
0 m1_3_t-c1987_n69_snr_5 5 1.317000 2.103000
0 m1_3_t-c1987_n77_snr_0 0 1.953000 2.254000
0 m1_3_t-c1987_n77_snr_10 10 2.317000 2.822000
0 m1_3_t-c1987_n77_snr_15 15 2.605000 3.070000
0 m1_3_t-c1987_n77_snr_5 5 1.760000 2.494000
0 m1_3_t-c1987_n78_snr_0 0 1.599000 2.277000
0 m1_3_t-c1987_n78_snr_10 10 2.387000 2.779000
0 m1_3_t-c1987_n78_snr_15 15 2.681000 3.014000
0 m1_3_t-c1987_n78_snr_5 5 1.514000 2.525000
0 m1_3_t-c1987_STATION_ch01_snr_0 0 1.798000 2.280000
0 m1_3_t-c1987_STATION_ch01_snr_10 10 2.481000 2.854000
0 m1_3_t-c1987_STATION_ch01_snr_15 15 2.800000 3.001000
0 m1_3_t-c1987_STATION_ch01_snr_5 5 2.127000 2.602000
0 m1_3_t-c1987_STO_16k_ch01_snr_0 0 1.962000 2.095000
0 m1_3_t-c1987_STO_16k_ch01_snr_10 10 2.204000 2.650000
0 m1_3_t-c1987_STO_16k_ch01_snr_15 15 2.572000 2.885000
0 m1_3_t-c1987_STO_16k_ch01_snr_5 5 1.884000 2.363000
0 m1_3_t-c1987_TER_16k_ch01_snr_0 0 1.957000 2.403000
0 m1_3_t-c1987_TER_16k_ch01_snr_10 10 2.534000 2.857000
0 m1_3_t-c1987_TER_16k_ch01_snr_15 15 2.847000 3.011000
0 m1_3_t-c1987_TER_16k_ch01_snr_5 5 2.239000 2.658000
0 m1_3_t-c1987_WAY_16k_ch01_snr_0 0 3.082000 3.082000
0 m1_3_t-c1987_WAY_16k_ch01_snr_10 10 3.595000 3.232000
0 m1_3_t-c1987_WAY_16k_ch01_snr_15 15 3.769000 3.238000
0 m1_3_t-c1987_WAY_16k_ch01_snr_5 5 3.358000 3.164000
